"Country_Region" "X2021.01.01" "X2021.01.02" "X2021.01.03" "X2021.01.04" "X2021.01.05" "X2021.01.06" "X2021.01.07" "X2021.01.08" "X2021.01.09" "X2021.01.10" "X2021.01.11" "X2021.01.12" "X2021.01.13" "X2021.01.14" "X2021.01.15" "X2021.01.16" "X2021.01.17" "X2021.01.18" "X2021.01.19" "X2021.01.20" "X2021.01.21" "X2021.01.22" "X2021.01.23" "X2021.01.24" "X2021.01.25" "X2021.01.26" "X2021.01.27" "X2021.01.28" "X2021.01.29" "X2021.01.30" "X2021.01.31" "X2021.02.01" "X2021.02.02" "X2021.02.03" "X2021.02.04" "X2021.02.05" "X2021.02.06" "X2021.02.07" "X2021.02.08" "X2021.02.09" "X2021.02.10" "X2021.02.11" "X2021.02.12" "X2021.02.13" "X2021.02.14" "X2021.02.15" "X2021.02.16" "X2021.02.17" "X2021.02.18" "X2021.02.19" "X2021.02.20" "X2021.02.21" "X2021.02.22" "X2021.02.23" "X2021.02.24" "X2021.02.25" "X2021.02.26" "X2021.02.27" "X2021.02.28" "X2021.03.01" "X2021.03.02" "X2021.03.03" "X2021.03.04" "X2021.03.05" "X2021.03.06" "X2021.03.07" "X2021.03.08" "X2021.03.09" "X2021.03.10" "X2021.03.11" "X2021.03.12" "X2021.03.13" "X2021.03.14" "X2021.03.15" "X2021.03.16" "X2021.03.17" "X2021.03.18" "X2021.03.19" "X2021.03.20" "X2021.03.21" "X2021.03.22" "X2021.03.23" "X2021.03.24" "X2021.03.25" "X2021.03.26" "X2021.03.27" "X2021.03.28" "X2021.03.29" "X2021.03.30" "X2021.03.31" "X2021.04.01" "X2021.04.02" "X2021.04.03" "X2021.04.04" "X2021.04.05" "X2021.04.06" "X2021.04.07" "X2021.04.08" "X2021.04.09" "X2021.04.10" "X2021.04.11" "X2021.04.12" "X2021.04.13" "X2021.04.14" "X2021.04.15" "X2021.04.16" "X2021.04.17" "X2021.04.18" "X2021.04.19" "X2021.04.20" "X2021.04.21" "X2021.04.22" "X2021.04.23" "X2021.04.24" "X2021.04.25" "X2021.04.26" "X2021.04.27" "X2021.04.28" "X2021.04.29" "X2021.04.30" "X2021.05.01" "X2021.05.02" "X2021.05.03" "X2021.05.04" "X2021.05.05" "X2021.05.06" "X2021.05.07" "X2021.05.08" "X2021.05.09" "X2021.05.10" "X2021.05.11" "X2021.05.12" "X2021.05.13" "X2021.05.14" "X2021.05.15" "X2021.05.16" "X2021.05.17" "X2021.05.18" "X2021.05.19" "X2021.05.20" "X2021.05.21" "X2021.05.22" "X2021.05.23" "X2021.05.24" "X2021.05.25" "X2021.05.26" "X2021.05.27" "X2021.05.28" "X2021.05.29" "X2021.05.30" "X2021.05.31" "X2021.06.01" "X2021.06.02" "X2021.06.03" "X2021.06.04" "X2021.06.05" "X2021.06.06" "X2021.06.07" "X2021.06.08" "X2021.06.09" "X2021.06.10" "X2021.06.11" "X2021.06.12" "X2021.06.13" "X2021.06.14" "X2021.06.15" "X2021.06.16" "X2021.06.17" "X2021.06.18" "X2021.06.19" "X2021.06.20" "X2021.06.21" "X2021.06.22" "X2021.06.23" "X2021.06.24" "X2021.06.25" "X2021.06.26" "X2021.06.27" "X2021.06.28" "X2021.06.29" "X2021.06.30" "X2021.07.01" "X2021.07.02" "X2021.07.03" "X2021.07.04" "X2021.07.05" "X2021.07.06" "X2021.07.07" "X2021.07.08" "X2021.07.09" "X2021.07.10" "X2021.07.11" "X2021.07.12" "X2021.07.13" "X2021.07.14" "X2021.07.15" "X2021.07.16" "X2021.07.17" "X2021.07.18" "X2021.07.19" "X2021.07.20" "X2021.07.21" "X2021.07.22" "X2021.07.23" "X2021.07.24" "X2021.07.25" "X2021.07.26" "X2021.07.27" "X2021.07.28" "X2021.07.29" "X2021.07.30" "X2021.07.31" "X2021.08.01" "X2021.08.02" "X2021.08.03" "X2021.08.04" "X2021.08.05" "X2021.08.06" "X2021.08.07" "X2021.08.08" "X2021.08.09" "X2021.08.10" "X2021.08.11" "X2021.08.12" "X2021.08.13" "X2021.08.14" "X2021.08.15" "X2021.08.16" "X2021.08.17" "X2021.08.18" "X2021.08.19" "X2021.08.20" "X2021.08.21" "X2021.08.22" "X2021.08.23" "X2021.08.24" "X2021.08.25" "X2021.08.26" "X2021.08.27" "X2021.08.28" "X2021.08.29" "X2021.08.30" "X2021.08.31" "X2021.09.01" "X2021.09.02" "X2021.09.03" "X2021.09.04" "X2021.09.05" "X2021.09.06" "X2021.09.07" "X2021.09.08" "X2021.09.09" "X2021.09.10" "X2021.09.11" "X2021.09.12" "X2021.09.13" "X2021.09.14" "X2021.09.15" "X2021.09.16" "X2021.09.17" "X2021.09.18" "X2021.09.19" "X2021.09.20" "X2021.09.21" "X2021.09.22" "X2021.09.23" "X2021.09.24" "X2021.09.25" "X2021.09.26" "X2021.09.27" "X2021.09.28" "X2021.09.29" "X2021.09.30" "X2021.10.01" "X2021.10.02" "X2021.10.03" "X2021.10.04" "X2021.10.05" "X2021.10.06" "X2021.10.07" "X2021.10.08" "X2021.10.09" "X2021.10.10" "X2021.10.11" "X2021.10.12" "X2021.10.13" "X2021.10.14" "X2021.10.15" "X2021.10.16" "X2021.10.17" "X2021.10.18" "X2021.10.19" "X2021.10.20" "X2021.10.21" "X2021.10.22" "X2021.10.23" "X2021.10.24" "X2021.10.25" "X2021.10.26" "X2021.10.27" "X2021.10.28" "X2021.10.29" "X2021.10.30" "X2021.10.31" "X2021.11.01" "X2021.11.02" "X2021.11.03" "X2021.11.04" "X2021.11.05" "X2021.11.06" "X2021.11.07" "X2021.11.08" "X2021.11.09" "X2021.11.10" "X2021.11.11" "X2021.11.12" "X2021.11.13" "X2021.11.14" "X2021.11.15" "X2021.11.16" "X2021.11.17" "X2021.11.18" "X2021.11.19" "X2021.11.20" "X2021.11.21"
"36" "Chile" 3591 6929 9218 11668 14128 16510 20203 24408 28769 32950 36919 40162 43552 47739 52207 56520 60859 64777 68178 71767 76134 81093 85674 90137 94205 97527 100915 105170 109776 113927 118136 121915 125062 127672 131264 135046 139109 142913 146377 149216 151603 155334 159498 163423 167236 170568 173066 175341 179169 182966 186872 190487 194036 196344 198899 203371 207956 212445 215652 220797 223539 226579 231146 236477 241510 246812 251560 255091 258976 264539 270512 276406 282137 287258 291809 295239 302496 309080 316116 322966 329121 333985 338810 345870 353348 360940 368270 375511 380519 386565 394433 402512 410505 417812 423639 428807 434049 442297 451448 459549 467526 473947 479737 485294 492725 500338 508375 515745 522367 527216 532430 539347 546929 553838 560563 566641 570799 575298 582018 589272 594782 601947 606842 610091 613976 620275 626805 633003 638496 643835 647573 651475 657628 664543 671279 677575 683123 686889 691656 699338 706940 714440 720945 726288 730448 735645 743750 752408 760624 768534 775373 780384 786000 794128 802373 811293 818983 825911 831444 836795 844504 852446 860019 867500 873690 878266 882588 889258 896028 902302 908045 913250 916960 919436 922899 928498 933669 938130 942164 944801 946929 949584 953640 957488 960811 963635 965492 967363 970618 973418 976187 978505 980650 981914 983157 985523 987576 989508 990906 991910 992885 993881 995740 997385 998776 1000204 1001372 1002117 1002944 1004315 1005656 1006798 1007969 1008879 1009484 1010210 1011416 1012598 1013536 1014390 1015343 1015850 1016494 1017622 1018455 1019320 1020219 1020959 1021357 1021858 1022716 1023468 1024180 1024843 1025421 1025801 1026200 1026985 1027654 1028261 1028856 1029357 1029702 1030150 1030725 1031219 1031693 1032118 1032553 1032818 1033173 1033673 1034183 1034657 1035098 1035567 1035859 1036260 1036847 1037430 1038021 1038496 1038773 1039053 1039577 1040436 1041265 1042012 1042777 1043391 1043822 1044433 1045291 1046098 1046911 1047629 1048283 1048776 1049471 1050413 1051399 1052397 1053460 1054410 1055019 1055752 1056943 1058574 1060263 1061777 1063092 1064025 1065253 1067046 1069050 1071044 1072855 1074478 1075635 1077345 1079481 1081762 1083904 1086075 1087813 1089154 1090454 1092343 1094853 1097649 1100216 1102469 1104215 1106379 1109112 1112052 1114755 1117499 1119794 1121483 1123603 1126214 1128912 1131523 1134164
"37" "China" 60 123 197 283 347 435 521 599 727 861 957 1132 1312 1485 1653 1812 1976 2201 2360 2581 2823 2923 3084 3284 3439 3578 3692 3783 3885 4005 4100 4164 4214 4263 4305 4355 4385 4426 4472 4512 4531 4564 4596 4615 4636 4661 4676 4703 4721 4742 4764 4795 4821 4845 4869 4888 4922 4961 5002 5027 5050 5074 5092 5113 5134 5169 5186 5212 5231 5262 5329 5386 5415 5458 5480 5497 5518 5535 5555 5570 5597 5619 5640 5660 5683 5700 5713 5729 5747 5769 5791 5836 5858 5898 5938 5957 5990 6021 6049 6064 6093 6115 6140 6155 6172 6204 6238 6279 6301 6330 6337 6370 6388 6404 6421 6436 6456 6483 6511 6531 6554 6567 6586 6597 6608 6623 6633 6650 6662 6680 6697 6708 6718 6733 6754 6783 6806 6821 6834 6859 6870 6890 6910 6927 6942 6962 6969 6985 6997 7024 7051 7082 7106 7131 7156 7187 7213 7253 7272 7298 7322 7357 7394 7417 7438 7461 7481 7504 7538 7562 7580 7608 7639 7657 7688 7717 7733 7761 7782 7792 7806 7828 7862 7878 7903 7927 7985 8003 8029 8056 8057 8109 8138 8163 8194 8230 8261 8294 8327 8392 8399 8477 8526 8600 8599 8679 8750 8837 8887 8955 9010 9087 9186 9279 9383 9470 9600 9709 9812 9939 10084 10199 10281 10385 10456 10511 10563 10608 10639 10688 10726 10748 10783 10809 10849 10876 10907 10942 10980 11019 11049 11089 11110 11139 11167 11194 11223 11249 11287 11312 11342 11361 11391 11441 11493 11586 11661 11742 11826 11875 11946 11998 12075 12117 12161 12217 12264 12303 12346 12381 12423 12450 12487 12532 12565 12592 12625 12659 12691 12720 12741 12773 12798 12817 12843 12872 12878 12901 12928 12958 12984 13016 13041 13095 13142 13192 13234 13301 13343 13387 13453 13536 13611 13703 13775 13887 13993 14078 14139 14215 14305 14367 14422 14491 14590 14666 14757 14810 14838 14870 14908 14936 14960 14980 15020
"38" "Colombia" 12105 23633 33045 43356 60191 76996 94572 112793 128588 144125 159128 173307 189205 206326 227404 248259 265638 280357 296296 314204 329570 344643 360194 372710 384971 398577 412530 424800 434858 444031 452109 461731 471822 482847 492637 499885 508432 514441 518687 524129 530572 536866 542394 547341 552264 555774 559823 564926 569750 574226 579243 583487 586888 590814 594767 598450 602017 605360 608915 612485 616824 619871 623436 626807 630470 633881 636086 639597 643185 647764 651842 656307 660369 663109 666825 671379 676518 681651 688412 694455 699503 704449 710435 717167 724562 732816 739955 747004 754956 763602 775051 785273 794422 803444 813634 825461 836842 849306 861431 875940 893423 910162 926539 943026 959944 976647 993301 1010172 1024361 1041326 1058538 1077844 1097769 1114499 1131689 1144528 1162106 1181851 1199159 1216949 1234971 1250880 1262479 1277030 1291836 1308326 1325851 1342761 1359983 1372526 1388951 1405944 1425104 1441685 1460558 1475651 1488635 1501772 1518351 1534437 1549275 1568012 1589681 1606658 1627839 1651326 1676418 1699792 1720286 1740504 1763681 1789647 1816647 1845271 1875271 1904242 1928292 1950241 1968827 1990706 2022362 2051932 2081930 2110449 2134825 2159277 2187104 2217049 2245839 2274573 2302391 2325630 2354246 2384241 2417238 2449971 2483565 2515941 2544419 2570299 2598207 2626522 2654527 2681455 2707720 2733086 2759807 2784036 2807311 2828847 2849762 2869185 2887835 2905367 2922597 2940667 2958560 2978485 2996691 3013146 3025975 3037219 3049795 3062959 3074023 3085071 3093574 3105000 3114364 3124054 3133516 3142545 3151639 3158275 3165204 3172288 3178828 3185808 3191859 3196209 3200232 3204180 3209548 3213820 3217847 3221854 3224986 3228147 3231394 3234548 3237741 3241157 3244122 3246762 3249460 3251927 3254375 3256310 3258388 3260529 3262483 3264489 3266311 3268307 3270256 3272106 3274205 3275874 3276998 3278635 3280422 3282225 3283997 3285803 3287474 3288788 3290223 3291793 3293277 3294821 3296476 3298289 3299474 3300847 3302428 3304036 3305738 3307478 3308900 3309915 3311601 3313073 3314502 3316369 3317866 3319279 3320468 3321679 3323072 3324749 3326356 3327943 3329461 3330550 3331625 3332881 3334268 3335914 3337458 3338757 3339800 3340752 3341976 3343474 3345246 3346906 3348275 3349811 3351239 3352919 3354669 3356273 3357902 3359612 3361202 3362627 3364324 3366232 3368207 3370206 3372267 3374184 3376383 3378844 3381488 3384047 3386560 3389170 3391491 3393512 3395769 3397890 3400047 3402637 3405286
"39" "Comoros" 0 41 41 41 172 172 227 227 327 327 337 343 346 580 646 754 769 946 1041 1110 1112 1337 1437 1445 1527 1602 1669 1775 1823 1895 1903 1988 2025 2069 2152 2178 2263 2263 2265 2356 2386 2453 2467 2509 2511 2535 2570 2590 2635 2650 2667 2679 2695 2699 2716 2729 2735 2748 2748 2755 2755 2757 2757 2764 2773 2773 2783 2783 2788 2792 2795 2803 2812 2823 2824 2829 2834 2842 2843 2843 2843 2858 2859 2864 2866 2867 2867 2873 2873 2873 2881 2889 2889 2896 2902 2915 2935 2935 2935 2966 2966 2966 2973 2980 2986 2992 2992 2996 2996 2997 2999 3001 3003 3006 3006 3006 3006 3010 3011 3011 3015 3016 3022 3023 3024 3024 3031 3031 3031 3037 3037 3037 3037 3037 3040 3040 3040 3041 3041 3041 3045 3047 3049 3049 3052 3056 3056 3056 3058 3058 3058 3058 3059 3059 3063 3063 3065 3067 3067 3067 3071 3071 3076 3076 3078 3078 3082 3082 3082 3085 3085 3089 3089 3089 3089 3089 3089 3089 3089 3089 3113 3120 3134 3134 3135 3135 3135 3143 3153 3156 3160 3173 3173 3173 3173 3179 3186 3186 3188 3188 3188 3188 3191 3191 3191 3198 3201 3201 3201 3202 3203 3205 3205 3205 3205 3206 3207 3207 3208 3208 3208 3208 3208 3212 3212 3215 3215 3215 3216 3216 3221 3221 3221 3227 3228 3231 3232 3232 3232 3239 3239 3242 3245 3249 3253 3260 3261 3263 3263 3267 3270 3270 3270 3271 3274 3277 3277 3277 3278 3281 3281 3283 3286 3287 3287 3289 3289 3289 3289 3305 3314 3314 3318 3324 3324 3332 3332 3333 3335 3336 3338 3338 3342 3343 3346 3350 3353 3361 3361 3363 3367 3368 3371 3374 3377 3381 3382 3396 3410 3410 3416 3416 3416 3436 3443 3449 3458 3468 3477 3484 3492 3498 3509 3526 3529 3540 3548 3565 3573 3577 3586 3614 3614 3617 3627
"40" "Congo (Brazzaville)" 0 0 0 0 0 20 20 20 20 20 20 53 53 53 602 602 602 602 602 602 687 687 687 687 780 780 780 780 780 780 780 780 780 780 953 953 953 953 953 953 1247 1247 1312 1312 1312 1312 1312 1312 1312 1312 1312 1518 1518 1518 1713 1713 1713 1713 1713 1713 1713 1713 2072 2072 2072 2072 2072 2072 2222 2222 2222 2222 2222 2222 2222 2222 2457 2457 2457 2457 2457 2457 2574 2574 2574 2574 2574 2574 2574 2574 2574 2574 2574 2574 2574 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 2977 3571 3571 3571 3571 3571 3571 3571 3571 3909 3909 3909 3909 4040 4040 4040 4236 4236 4236 4236 4236 4236 4236 4236 4236 4369 4369 4369 4369 4369 4369 4551 4551 4551 4551 4551 4551 4551 4551 4738 4738 4813 4813 4813 4919 4919 4919 4919 4919 5014 5014 5014 5014 5014 5191 5191 5191 5191 5191 5297 5297 5297 5378 5378 5378 5378 5489 5489 5588 5588 5588 5588 5683 5683 5683 5683 5683 5683 5683 5683 5683 5683 5826 5826 5826 5826 5891 5943 5943 5943 6010 6010 6010 6049 6049 6049 6049 6079 6079 6079 6109 6109 6109 6109 6109 6109 6109 6186 6186 6186 6249 6249 6249 6249 6291 6291 6291 6291 6291 6291 6291 6386 6386 6386 6426 6426 6426 6426 6481 6481 6481 6481 6481 6481 6481 6481 6481 6481 6594 6594 6594 6594 6594 6594 6594 6594 6594 6594 6594 6594 6907 6907 6907 7006 7006 7006 7137 7137 7137 7137 7252 7252 7252 7454 7454 7454 7726 7726 7726 7726 7726 8148 8148 8148 8407 8407 8407 8855 8855 8855 9301 9301 9301 9301 9761 9761 9761 10216 10216 10216 10216 10563 10563 10563 10837 10837 10837 10837 11046 11046 11046 11046 11046 11046 11046 11283 11432 11432 11432 11610 11610 11610
"41" "Congo (Kinshasa)" 191 340 444 495 590 829 1080 1311 1501 1778 1838 2049 2345 2821 2898 3035 3250 3402 3482 3644 3740 3939 4055 4211 4296 4390 4520 4664 4797 4946 5113 5184 5385 5524 5564 5713 5827 5941 6013 6113 6232 6368 6494 6582 6637 6728 6765 6944 7136 7306 7422 7422 7486 7486 7486 7486 8033 8134 8255 8304 8392 8589 8682 8682 8811 8883 8969 9026 9080 9101 9188 9280 9356 9419 9442 9594 9632 9698 9810 9895 9914 9922 10002 10071 10136 10229 10272 10354 10418 10484 10541 10559 10634 10667 10696 10719 10752 10816 10853 10884 10884 10884 11007 11056 11111 11201 11236 11298 11298 11426 11575 11692 11747 11840 11918 11953 12043 12110 12154 12195 12246 12307 12346 12413 12472 12543 12582 12627 12665 12692 12734 12771 12820 12853 12888 12904 12951 12962 13050 13099 13167 13205 13205 13205 13514 13590 13621 13728 13758 13899 13993 13993 14276 14519 14887 15138 15544 15680 15919 16298 16608 17037 17291 17570 18010 18260 18564 18920 19299 19861 20151 20268 20672 20895 21278 21737 22100 22596 22781 23178 23178 23695 24113 24301 24523 24959 25222 25361 25675 26036 26312 26481 26674 26854 27251 27553 27768 27768 28351 28698 29067 29208 29516 29746 30128 30470 30845 31110 31312 31593 31904 32259 32259 32535 32871 33135 33390 33596 33865 34231 34327 34634 34774 34774 35313 35478 35596 35688 35843 35962 36099 36241 36241 36351 36351 36351 36479 36568 36850 36850 36850 37205 37205 37488 37488 37649 37649 37649 37649 38219 38219 38427 38438 38438 38438 38557 38557 38664 38699 38729 38729 38729 38805 38805 38805 38805 38959 38959 38959 39204 39204 39204 39279 39339 39339 39339 39376 39376 39425 39425 39468 39468 39474 39589 39589 39611 39611 39611 39611 39611 39680 39680 39744 39744 39774 39774 39774 39795 39795 39812 39812 39812 39812 39812 39907 39907 39924 39929 39947 39947 39947 39980 39980 40004 40004 40071 40071 40071 40145 40145 40145 40145 40222 40222 40222
"42" "Costa Rica" 0 0 0 3115 4270 5717 7086 8293 8293 8293 10740 11772 12835 13921 14866 14866 14866 16695 17556 18391 19156 19987 19987 19987 21424 22024 22745 23316 23955 23955 23955 25248 25688 26216 26671 27117 27117 27117 28114 28531 29017 29435 29866 29866 29866 30703 31133 31567 31920 32357 32357 32357 33353 33776 34175 34593 35020 35020 35020 35765 36193 36569 36972 37319 37319 37319 37319 38511 38511 38511 39772 39772 39772 39772 41126 41126 41126 42582 42582 42582 42582 44117 44117 44117 45857 45857 45857 45857 47443 47443 47443 47443 47443 47443 47443 50525 50525 50525 53223 53223 53223 53223 56022 56022 58212 59256 59256 59256 61516 62646 64177 65953 67609 69439 69439 71919 73846 76280 79061 81670 81670 81670 87355 88659 91214 93773 96165 96165 96165 102157 104393 107566 110605 113420 113420 113420 119305 121599 124499 127311 129898 129898 129898 135208 137578 140165 142601 144781 144781 144781 149665 151958 154277 156458 158658 158658 158658 162599 164499 166686 168727 170579 170579 170579 174283 175991 177836 179705 181309 181309 181309 184774 186299 188202 189945 191684 191684 191684 194983 196840 198617 200219 201885 201885 201885 205003 206491 207770 209617 211161 211161 211161 211161 215748 217401 218977 220477 220477 220477 223460 224814 226346 228148 229287 229287 229287 229287 232723 234190 235885 237493 237493 237493 237493 241802 243597 245424 247356 247356 247356 251141 253023 255151 257153 258974 258974 258974 262828 264760 266955 269266 271326 271326 271326 276121 278351 280970 283676 286463 286463 286463 291824 294405 297253 300244 302994 302994 302994 308823 311779 314663 317638 320463 320463 320463 320463 327415 330140 333041 335842 335842 335842 341332 344063 346610 349311 351861 351861 351861 356678 358756 360792 362864 364552 364552 364552 368595 370101 371715 373332 374700 374700 374700 377274 378593 379763 380813 381823 381823 381823 383632 384340 385283 385283 386649 386649 386649 387844 388601 389333 389929 390377 390377 390377 391242 391733 392111 392508 392995 392995 392995 393645 393969 393969 394603 394838 394838 394838 395341 395580 395775 396026 396227 396227 396227
"43" "Cote d'Ivoire" 73 73 158 310 365 473 683 764 992 1260 1404 1696 1879 2088 2366 2366 2751 2814 2893 3107 3261 3825 4122 4360 4606 4747 4965 5204 5444 5688 5909 5985 6117 6249 6612 6805 7077 7335 7477 7477 7750 8036 8227 8394 8650 8745 8875 9007 9122 9335 9424 9536 9549 9634 9805 9805 9988 10141 10264 10301 10439 10795 11486 11922 12445 12697 12841 12987 13538 14021 14334 14814 15163 15418 15630 15792 16433 16944 17423 17820 18111 18378 18817 19584 19978 20371 20690 20932 21052 21399 21399 21955 22128 22259 22351 22364 22390 22485 22599 22599 22716 22737 22775 22898 22954 22984 23029 23070 23080 23124 23207 23225 23275 23330 23362 23373 23395 23453 23508 23546 23624 23624 23664 23683 23741 23825 23854 23895 23952 23953 23994 24026 24030 24045 24045 24166 24171 24218 24287 24344 24384 24452 24452 24543 24546 24595 24656 24705 24743 24743 24802 24829 24866 24899 24945 24986 25000 25003 25021 25057 25115 25148 25172 25172 25270 25419 25443 25483 25483 25541 25554 25557 25568 25568 25568 25568 25686 25702 25713 25752 25815 25888 25888 26023 26074 26090 26144 26203 26249 26286 26286 26286 26379 26413 26469 26509 26579 26635 26706 26729 26798 26798 26896 26983 27064 27102 27157 27209 27285 27421 27514 27645 27788 27851 28009 28160 28403 28538 28708 28890 28909 29058 29242 29436 29646 29712 29712 29933 30093 30346 30446 30757 30966 31155 31240 31297 31548 31809 32076 32366 32618 33028 33179 33658 34031 34118 34245 34365 34566 34669 34803 34934 35108 35294 35519 35658 35736 35851 36041 36253 36399 36530 36663 36749 36918 37068 37166 37288 37389 37487 37530 37648 37763 37845 37886 37934 37934 37991 38083 38151 38201 38295 38329 38339 38388 38388 38452 38492 38492 38548 38582 38599 38623 38649 38662 38688 38688 38718 38731 38762 38777 38781 38802 38807 38821 38829 38840 38880 38897 38914 38931 38936 38952 38968 38996 38996 39013 39021 39021 39033 39046 39063 39078 39087 39101
"44" "Croatia" 1170 1425 2121 2482 3553 5449 6011 7109 8510 9156 9386 10145 11280 12260 12975 13738 14117 14291 14811 15713 16489 17132 17731 18083 18217 18665 19522 20141 20702 21253 21589 21683 22070 22800 23316 23865 24289 24565 24636 24919 25496 25872 26243 26622 26820 26888 27162 27664 28029 28417 28848 29108 29180 29523 30211 30755 31260 31780 32136 32227 32621 33368 34035 34625 35283 35677 35771 36262 37224 38001 38824 39647 40208 40337 41028 42473 43670 44782 45968 46802 46952 47908 49799 51472 53274 55064 56385 56685 58172 60795 63217 65579 67813 69189 69327 70062 71711 74928 77527 80062 81679 82101 84037 87136 90063 92761 95388 96953 97363 99469 102586 105471 108000 110535 111789 112199 113996 116900 119339 121346 123392 124336 124685 126081 128575 130215 131650 132992 133657 133910 134786 136257 137321 138247 139073 139553 139669 140160 141160 141855 142380 142898 143149 143223 143546 144084 144459 144780 145118 145304 145344 145560 145992 146272 146360 146571 146728 146771 146949 147224 147408 147542 147667 147726 147744 147840 147986 148081 148194 148278 148336 148347 148422 148465 148566 148684 148770 148815 148829 148899 149035 149138 149230 149344 149400 149409 149505 149646 149756 149843 149931 149989 150004 150087 150242 150381 150512 150651 150758 150776 150922 151113 151292 151468 151659 151784 151811 152004 152202 152390 152560 152778 152921 152950 153136 153407 153654 153762 153995 154208 154252 154498 154879 155212 155520 155887 156185 156231 156572 157096 157582 158050 158555 158928 159001 159471 160148 160786 161382 161977 162354 162493 163161 163966 164764 165580 166462 167001 167185 167889 169126 170067 171109 172271 173078 173245 174219 176054 177423 178817 180272 181147 181411 182448 184260 185633 186924 188217 189054 189271 190332 192243 193953 195470 196918 197862 198081 199155 201080 202828 204519 206113 207021 207191 208198 210220 212071 213829 215776 217077 217396 219137 222299 225352 228610 232195 234488 235168 238528 243099 247253 251645 256192 259511 260637 261422 265995 272305 279237 286331 290490 291732 296698 304013 311000 317449 323764 327915 329050 333493 340163 347433 349667 355281 359543
"45" "Cuba" 193 362 561 877 1101 1302 1616 1960 2325 2713 3144 3631 4181 4686 5233 5638 6288 6580 6910 7259 7667 8197 8764 9398 9965 10751 11576 12242 12901 13811 14823 15729 16773 17666 18482 19327 20148 20968 21621 22201 23059 23909 24732 25620 26426 27141 28078 28902 29825 30684 31621 32660 33498 34334 35033 35703 36578 37298 37916 38727 39724 40638 41445 42222 42972 43830 44703 45744 46516 47294 48056 48695 49609 50343 51135 51862 52551 53286 54099 54895 55613 56387 57123 57939 58771 59721 60640 61341 62349 63400 64413 65490 66519 67681 68747 69777 70738 71652 72669 73709 74668 75522 76582 77541 78545 79585 80611 81648 82708 83891 84897 86104 87345 88455 89640 90578 91661 92649 93798 94844 95759 96830 97762 98781 99791 100851 102013 103049 104118 105234 106305 107512 108698 109975 111358 112591 113648 114892 116231 117483 118680 119969 121190 122345 123636 124765 125867 127036 128224 129303 130403 131460 132651 133704 134833 135968 137055 138240 139396 140557 141715 143003 144375 145845 147194 148731 150134 151552 153033 154505 155941 157502 158991 161046 162926 165390 167793 170491 173080 176160 179130 182082 185390 188865 192384 195459 199050 202714 206533 212955 219705 226628 233051 238664 244744 251223 257683 263745 270024 276529 282586 288991 296736 304520 312252 321105 329289 337192 346515 355122 363858 372733 382480 391759 401388 410751 419150 428036 436929 446356 454306 463242 471847 480041 488353 497169 505805 514974 524746 533412 542384 552148 561888 571436 580756 590663 599300 607809 615448 622298 628575 634650 640992 647601 653809 660736 668590 677811 685041 692812 701129 708876 717270 725305 733339 741681 749197 756634 764262 772553 781070 789504 798048 806337 813488 820423 828118 835631 842304 848936 854945 860562 865565 870614 875487 879584 883856 888649 892245 896078 899474 902916 906520 909465 912103 914457 916821 918959 920905 923102 924946 926714 928264 929699 931175 932568 933887 935097 936072 936984 937884 938750 939462 940138 940771 941320 941887 942479 943085 943635 944118 944589 945056 945469 945872 946234 946527 946875 947201 947444 947690 948006 948322 948609 948939
